loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type
LN003888,2023-03-01,584531.43,4.252,700-749,<60%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN003889,2022-12-01,269070.12,3.793,750-799,>95%,>50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN003890,2023-08-01,361137.59,6.402,750-799,70-80%,40-50%,CA,Purchase,Owner-Occupied,Multi-Unit
LN003891,2024-06-01,322268.05,8.243,750-799,90-95%,<30%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003892,2022-03-01,379746.77,3.945,650-699,70-80%,<30%,NC,Purchase,Investment,Single-Family
LN003893,2024-04-01,449611.64,6.3,<600,80-90%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN003894,2024-02-01,354894.94,3.041,800+,80-90%,<30%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003895,2024-06-01,404179.39,6.439,800+,90-95%,<30%,MI,Purchase,Owner-Occupied,Single-Family
LN003896,2023-01-01,244961.2,7.638,700-749,>95%,<30%,FL,Purchase,Owner-Occupied,Single-Family
LN003897,2023-01-01,279384.99,7.179,800+,90-95%,30-40%,NY,Purchase,Investment,Single-Family
LN003898,2022-02-01,463828.76,5.199,750-799,70-80%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN003899,2022-02-01,359685.62,3.451,700-749,80-90%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN003900,2024-12-01,324832.36,5.001,700-749,80-90%,>50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN003901,2024-02-01,224675.58,4.534,700-749,<60%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN003902,2022-11-01,396659.61,4.33,700-749,90-95%,30-40%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003903,2022-08-01,221853.46,5.31,800+,70-80%,30-40%,PA,Refinance-Rate-Term,Investment,Multi-Unit
LN003904,2023-10-01,192383.41,4.9,700-749,60-70%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN003905,2023-08-01,311492.58,6.062,750-799,70-80%,>50%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003906,2022-08-01,59750.75,6.072,750-799,70-80%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003907,2024-05-01,361107.67,4.906,600-649,70-80%,>50%,PA,Purchase,Investment,Single-Family
LN003908,2024-02-01,337694.42,5.648,600-649,70-80%,30-40%,GA,Purchase,Investment,Single-Family
LN003909,2024-06-01,264719.64,6.982,750-799,70-80%,40-50%,PA,Refinance-Cashout,Investment,Multi-Unit
LN003910,2023-05-01,273788.18,4.203,650-699,70-80%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Condo
LN003911,2023-08-01,288067.91,5.024,750-799,90-95%,>50%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003912,2023-04-01,221087.26,3.457,600-649,70-80%,40-50%,FL,Purchase,Owner-Occupied,Condo
LN003913,2022-07-01,318457.26,5.72,700-749,70-80%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN003914,2023-04-01,275060.51,5.298,600-649,60-70%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN003915,2024-03-01,311245.22,5.691,650-699,<60%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003916,2023-11-01,284427.14,3.517,600-649,70-80%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003917,2023-12-01,264747.13,6.148,800+,<60%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN003918,2022-09-01,327849.26,5.153,700-749,80-90%,30-40%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003919,2024-11-01,378109.98,6.544,800+,80-90%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN003920,2023-08-01,247523.09,4.343,800+,70-80%,30-40%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003921,2023-05-01,339547.33,6.024,800+,70-80%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN003922,2024-07-01,351943.04,5.668,700-749,90-95%,<30%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003923,2022-08-01,171613.61,7.287,750-799,<60%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN003924,2023-03-01,397654.45,4.826,650-699,70-80%,40-50%,CA,Purchase,Second Home,Multi-Unit
LN003925,2024-07-01,505645.13,4.168,600-649,90-95%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN003926,2024-06-01,291190.43,4.259,750-799,90-95%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN003927,2023-08-01,282880.46,3.338,<600,70-80%,<30%,CA,Refinance-Rate-Term,Owner-Occupied,Condo
LN003928,2022-12-01,278699.38,4.245,800+,70-80%,>50%,CA,Purchase,Investment,Single-Family
LN003929,2023-05-01,362060.58,2.5,750-799,<60%,<30%,PA,Refinance-Rate-Term,Owner-Occupied,Condo
LN003930,2024-06-01,351077.85,7.053,700-749,60-70%,40-50%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003931,2024-05-01,140933.88,7.901,600-649,80-90%,<30%,FL,Refinance-Rate-Term,Investment,Single-Family
LN003932,2023-07-01,213387.89,4.779,750-799,<60%,<30%,MI,Purchase,Owner-Occupied,Single-Family
LN003933,2022-11-01,350731.28,5.657,700-749,90-95%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN003934,2024-10-01,285497.82,5.246,750-799,70-80%,40-50%,OH,Purchase,Investment,Single-Family
LN003935,2022-07-01,183388.21,3.03,700-749,<60%,30-40%,OH,Purchase,Second Home,Single-Family
LN003936,2024-10-01,450026.02,6.539,600-649,60-70%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003937,2023-08-01,220028.67,6.763,650-699,70-80%,30-40%,PA,Purchase,Investment,Single-Family
LN003938,2023-12-01,303577.71,3.439,650-699,<60%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN003939,2022-10-01,282848.09,5.495,<600,80-90%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN003940,2024-08-01,192131.12,4.606,<600,90-95%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN003941,2023-03-01,318495.48,6.785,650-699,>95%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN003942,2023-08-01,339210.69,4.876,750-799,80-90%,30-40%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN003943,2022-03-01,253232.4,4.916,700-749,90-95%,40-50%,GA,Purchase,Investment,Condo
LN003944,2022-08-01,266380.77,7.731,650-699,70-80%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN003945,2023-11-01,360048.7,3.072,700-749,70-80%,30-40%,NC,Purchase,Owner-Occupied,Multi-Unit
LN003946,2022-11-01,102486.17,5.372,700-749,80-90%,30-40%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003947,2022-08-01,215499.61,5.133,700-749,60-70%,>50%,OH,Purchase,Owner-Occupied,Single-Family
LN003948,2024-05-01,321343.49,4.095,700-749,60-70%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN003949,2024-06-01,247326.13,8.06,700-749,80-90%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN003950,2022-10-01,245897.09,5.505,600-649,>95%,40-50%,OH,Refinance-Cashout,Second Home,Multi-Unit
LN003951,2024-04-01,390169.25,6.008,700-749,70-80%,<30%,FL,Purchase,Second Home,Single-Family
LN003952,2024-12-01,236667.57,6.222,650-699,70-80%,40-50%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN003953,2023-01-01,497917.83,4.519,700-749,70-80%,<30%,PA,Refinance-Rate-Term,Owner-Occupied,Condo
LN003954,2024-08-01,124548.74,6.863,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN003955,2024-12-01,78800.62,6.561,700-749,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN003956,2024-02-01,387893.62,4.817,750-799,90-95%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN003957,2023-10-01,201604.87,6.407,750-799,70-80%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003958,2022-04-01,203292.64,6.86,650-699,<60%,40-50%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN003959,2024-07-01,398473.33,6.193,800+,80-90%,<30%,CA,Purchase,Owner-Occupied,Multi-Unit
LN003960,2023-06-01,250273.14,3.747,600-649,70-80%,30-40%,CA,Refinance-Rate-Term,Investment,Single-Family
LN003961,2023-12-01,391036.18,4.861,800+,80-90%,30-40%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003962,2023-11-01,238958.81,5.713,650-699,70-80%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN003963,2023-10-01,336253.15,5.378,650-699,80-90%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN003964,2022-02-01,248857.75,3.882,700-749,<60%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN003965,2024-07-01,208018.77,4.57,800+,<60%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN003966,2022-11-01,473060.14,5.528,650-699,70-80%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN003967,2024-04-01,411646.22,2.736,750-799,80-90%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN003968,2024-08-01,227335.93,5.029,750-799,60-70%,<30%,TX,Purchase,Second Home,Single-Family
LN003969,2022-05-01,282160.4,6.045,650-699,70-80%,40-50%,GA,Refinance-Rate-Term,Second Home,Single-Family
LN003970,2022-10-01,447622.68,5.424,700-749,>95%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN003971,2023-12-01,201177.96,3.714,700-749,60-70%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN003972,2024-11-01,206589.2,3.978,650-699,80-90%,<30%,GA,Purchase,Owner-Occupied,Single-Family
LN003973,2023-11-01,347006.05,7.23,750-799,80-90%,<30%,CA,Purchase,Owner-Occupied,Condo
LN003974,2023-05-01,527049.46,3.594,800+,90-95%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003975,2022-01-01,305383.16,6.779,750-799,90-95%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN003976,2024-07-01,404981.12,4.068,800+,70-80%,30-40%,CA,Refinance-Cashout,Owner-Occupied,Condo
LN003977,2024-07-01,198256.02,6.695,600-649,80-90%,>50%,OH,Purchase,Owner-Occupied,Single-Family
LN003978,2024-10-01,336105.23,5.812,<600,70-80%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN003979,2022-09-01,264038.53,4.478,750-799,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN003980,2023-10-01,486662.51,2.5,750-799,70-80%,<30%,GA,Refinance-Cashout,Second Home,Single-Family
LN003981,2023-01-01,459869.08,5.598,600-649,70-80%,30-40%,NC,Purchase,Investment,Multi-Unit
LN003982,2024-01-01,527941.67,5.272,700-749,60-70%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN003983,2023-06-01,230451.07,5.621,750-799,80-90%,30-40%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003984,2022-12-01,303549.82,5.809,600-649,>95%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN003985,2023-05-01,337516.69,3.029,650-699,90-95%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN003986,2023-03-01,234353.24,5.59,750-799,60-70%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN003987,2023-03-01,313105.52,6.114,800+,<60%,<30%,MI,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN003988,2023-03-01,390897.8,6.096,750-799,80-90%,40-50%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN003989,2023-01-01,244963.45,3.12,750-799,70-80%,<30%,FL,Purchase,Owner-Occupied,Single-Family
LN003990,2023-05-01,229664.35,6.731,650-699,80-90%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN003991,2024-08-01,223034.42,5.643,750-799,80-90%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN003992,2022-09-01,165629.76,5.833,600-649,70-80%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003993,2023-08-01,385399.29,3.656,800+,70-80%,30-40%,FL,Purchase,Owner-Occupied,Condo
LN003994,2024-02-01,229433.17,6.136,700-749,60-70%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN003995,2024-03-01,218889.27,2.5,700-749,70-80%,30-40%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003996,2023-09-01,352906.98,3.728,750-799,70-80%,<30%,CA,Purchase,Investment,Single-Family
LN003997,2023-06-01,298938.4,6.9,<600,>95%,>50%,PA,Purchase,Second Home,Single-Family
LN003998,2023-01-01,247446.96,6.063,800+,<60%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN003999,2023-04-01,381062.88,5.437,700-749,60-70%,>50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004000,2022-09-01,243455.39,6.416,650-699,70-80%,>50%,TX,Purchase,Owner-Occupied,Single-Family
LN004001,2022-12-01,82304.9,6.52,600-649,70-80%,30-40%,OH,Purchase,Investment,Single-Family
LN004002,2023-07-01,433324.3,6.137,750-799,90-95%,30-40%,PA,Purchase,Investment,Single-Family
LN004003,2022-07-01,217180.45,4.674,750-799,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN004004,2024-11-01,228104.58,3.683,<600,>95%,30-40%,GA,Refinance-Cashout,Investment,Single-Family
LN004005,2023-06-01,228546.29,4.005,600-649,90-95%,30-40%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004006,2023-04-01,305960.1,7.116,800+,90-95%,<30%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004007,2022-04-01,272575.75,3.087,600-649,60-70%,30-40%,IL,Purchase,Owner-Occupied,Single-Family
LN004008,2024-01-01,398807.11,5.736,700-749,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN004009,2024-08-01,464511.4,5.739,700-749,80-90%,30-40%,NC,Purchase,Second Home,Condo
LN004010,2023-01-01,232080.05,7.202,750-799,80-90%,40-50%,NY,Purchase,Owner-Occupied,Condo
LN004011,2023-05-01,206199.26,5.734,700-749,80-90%,>50%,TX,Purchase,Second Home,Single-Family
LN004012,2022-06-01,247809.86,4.365,700-749,70-80%,30-40%,FL,Purchase,Investment,Single-Family
LN004013,2023-07-01,343905.83,4.389,800+,70-80%,30-40%,OH,Purchase,Second Home,Single-Family
LN004014,2023-01-01,288363.9,4.991,650-699,>95%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN004015,2024-02-01,249958.85,6.699,650-699,60-70%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN004016,2023-02-01,170298.95,6.21,600-649,<60%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN004017,2024-07-01,79111.12,3.371,800+,<60%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN004018,2022-04-01,199528.24,5.418,750-799,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family
LN004019,2022-08-01,426441.59,6.238,<600,<60%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN004020,2024-01-01,343599.28,4.644,750-799,70-80%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN004021,2023-01-01,280846.47,2.5,700-749,70-80%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN004022,2024-08-01,372978.68,4.705,800+,60-70%,40-50%,FL,Refinance-Rate-Term,Investment,Single-Family
LN004023,2024-04-01,171211.68,2.772,650-699,80-90%,30-40%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN004024,2024-06-01,305675.01,2.535,750-799,<60%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN004025,2022-03-01,121364.49,6.598,700-749,70-80%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN004026,2024-04-01,334601.9,8.782,<600,70-80%,<30%,FL,Purchase,Owner-Occupied,Single-Family
LN004027,2022-03-01,325951.52,7.046,750-799,70-80%,40-50%,CA,Purchase,Owner-Occupied,Condo
LN004028,2024-10-01,328330.82,2.5,600-649,70-80%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN004029,2023-04-01,416761.81,4.74,750-799,90-95%,40-50%,IL,Refinance-Cashout,Second Home,Single-Family
LN004030,2023-10-01,377599.48,4.115,750-799,90-95%,<30%,FL,Purchase,Investment,Single-Family
LN004031,2024-08-01,179108.64,2.794,700-749,70-80%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN004032,2022-08-01,418271.93,5.697,600-649,70-80%,30-40%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004033,2022-08-01,279054.81,4.723,800+,70-80%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN004034,2022-06-01,102985.15,3.254,650-699,90-95%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN004035,2023-02-01,289124.44,2.5,700-749,70-80%,30-40%,NY,Purchase,Owner-Occupied,Condo
LN004036,2024-08-01,364712.91,4.087,750-799,<60%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN004037,2024-11-01,198614.81,5.012,800+,90-95%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN004038,2022-10-01,433285.82,4.822,700-749,70-80%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004039,2022-03-01,207668.34,6.594,650-699,70-80%,>50%,NC,Purchase,Investment,Single-Family
LN004040,2022-12-01,251890.8,5.507,750-799,70-80%,30-40%,CA,Purchase,Second Home,Single-Family
LN004041,2024-07-01,233526.25,4.483,650-699,<60%,40-50%,NY,Refinance-Cashout,Investment,Single-Family
LN004042,2024-05-01,129102.38,3.774,<600,>95%,40-50%,PA,Purchase,Owner-Occupied,Condo
LN004043,2022-05-01,200686.64,2.5,800+,80-90%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN004044,2024-01-01,228814.07,3.363,700-749,60-70%,40-50%,NC,Purchase,Owner-Occupied,Condo
LN004045,2024-07-01,286989.45,7.037,600-649,70-80%,<30%,CA,Purchase,Owner-Occupied,Single-Family
LN004046,2023-09-01,50000.0,6.297,700-749,70-80%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN004047,2023-08-01,371655.3,5.433,600-649,60-70%,30-40%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN004048,2023-10-01,370667.37,4.259,<600,70-80%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN004049,2022-04-01,418146.12,6.862,600-649,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN004050,2023-01-01,150834.45,3.483,750-799,70-80%,30-40%,NC,Purchase,Second Home,Single-Family
LN004051,2023-08-01,270716.86,3.5,750-799,70-80%,30-40%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004052,2023-01-01,394143.56,4.86,700-749,60-70%,30-40%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004053,2023-05-01,402749.58,2.5,650-699,70-80%,40-50%,MI,Purchase,Owner-Occupied,Condo
LN004054,2024-12-01,447893.09,3.441,750-799,70-80%,<30%,NC,Purchase,Investment,Single-Family
LN004055,2024-09-01,310271.5,4.646,700-749,60-70%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN004056,2022-01-01,294402.61,4.308,700-749,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN004057,2023-03-01,144205.08,3.518,750-799,70-80%,30-40%,IL,Refinance-Rate-Term,Investment,Single-Family
LN004058,2023-01-01,406487.62,8.053,700-749,80-90%,30-40%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN004059,2023-05-01,253968.58,7.045,700-749,70-80%,30-40%,CA,Purchase,Investment,Condo
LN004060,2023-12-01,303394.1,7.572,800+,70-80%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004061,2022-08-01,296717.06,4.851,700-749,70-80%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN004062,2024-03-01,60534.77,4.267,700-749,80-90%,30-40%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004063,2023-11-01,218854.43,7.402,700-749,80-90%,30-40%,CA,Purchase,Owner-Occupied,Condo
LN004064,2022-08-01,345388.14,5.128,650-699,60-70%,<30%,NC,Purchase,Owner-Occupied,Single-Family
LN004065,2022-08-01,295141.42,3.409,750-799,>95%,40-50%,OH,Purchase,Owner-Occupied,Condo
LN004066,2024-02-01,346182.3,3.513,750-799,80-90%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004067,2023-01-01,378384.69,4.513,650-699,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN004068,2024-04-01,217675.94,4.967,<600,90-95%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN004069,2024-01-01,248484.97,5.122,800+,70-80%,40-50%,NY,Purchase,Second Home,Single-Family
LN004070,2023-04-01,285881.29,4.725,700-749,<60%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN004071,2022-02-01,377349.9,8.509,650-699,80-90%,<30%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004072,2023-06-01,276590.2,2.97,650-699,90-95%,30-40%,TX,Purchase,Owner-Occupied,Condo
LN004073,2023-05-01,121890.28,6.009,700-749,60-70%,40-50%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004074,2024-06-01,280181.71,4.284,600-649,70-80%,40-50%,FL,Refinance-Cashout,Second Home,Condo
LN004075,2023-01-01,373327.05,4.942,<600,80-90%,<30%,CA,Refinance-Cashout,Second Home,Single-Family
LN004076,2024-08-01,435701.94,6.411,750-799,90-95%,40-50%,MI,Refinance-Rate-Term,Second Home,Multi-Unit
LN004077,2024-05-01,328057.59,2.5,750-799,70-80%,40-50%,FL,Purchase,Owner-Occupied,Multi-Unit
LN004078,2024-06-01,151400.33,3.581,650-699,60-70%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN004079,2023-06-01,259362.93,4.8,600-649,60-70%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN004080,2023-01-01,347505.71,7.214,700-749,70-80%,<30%,IL,Refinance-Cashout,Owner-Occupied,Condo
LN004081,2023-09-01,386621.48,7.206,650-699,90-95%,40-50%,PA,Purchase,Second Home,Single-Family
LN004082,2024-06-01,350707.16,6.916,700-749,70-80%,40-50%,CA,Refinance-Cashout,Investment,Multi-Unit
LN004083,2023-09-01,274839.25,2.5,650-699,90-95%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN004084,2023-05-01,385851.54,3.425,650-699,80-90%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN004085,2023-07-01,235943.49,3.487,700-749,70-80%,<30%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004086,2023-03-01,318464.91,4.917,800+,<60%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN004087,2022-09-01,374978.74,2.5,650-699,70-80%,<30%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004088,2022-10-01,357663.58,6.647,650-699,<60%,40-50%,NC,Purchase,Owner-Occupied,Multi-Unit
LN004089,2024-07-01,359909.5,2.5,650-699,70-80%,30-40%,CA,Refinance-Cashout,Investment,Multi-Unit
LN004090,2023-11-01,357391.5,6.549,700-749,<60%,40-50%,OH,Purchase,Owner-Occupied,Condo
LN004091,2024-06-01,195130.61,6.306,750-799,60-70%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN004092,2024-09-01,301755.75,3.358,700-749,70-80%,40-50%,NC,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN004093,2022-09-01,209075.45,6.893,750-799,70-80%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004094,2022-01-01,271052.59,4.5,600-649,60-70%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN004095,2024-11-01,183116.01,4.111,750-799,80-90%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN004096,2022-11-01,334496.67,4.368,650-699,70-80%,40-50%,PA,Purchase,Owner-Occupied,Condo
LN004097,2024-10-01,103484.83,4.496,<600,80-90%,30-40%,TX,Purchase,Second Home,Single-Family
LN004098,2023-04-01,361728.12,4.634,650-699,80-90%,30-40%,FL,Purchase,Owner-Occupied,Multi-Unit
LN004099,2022-09-01,301534.78,4.669,650-699,80-90%,40-50%,PA,Refinance-Rate-Term,Second Home,Condo
LN004100,2024-08-01,490215.96,3.665,700-749,90-95%,40-50%,CA,Purchase,Owner-Occupied,Condo
LN004101,2023-03-01,279539.98,4.013,700-749,60-70%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN004102,2022-12-01,279510.33,4.143,750-799,70-80%,30-40%,TX,Purchase,Owner-Occupied,Condo
LN004103,2024-09-01,368253.23,7.509,600-649,<60%,<30%,GA,Refinance-Rate-Term,Investment,Condo
LN004104,2023-02-01,285350.73,4.143,700-749,70-80%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN004105,2022-08-01,327483.28,4.047,650-699,70-80%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004106,2022-08-01,399440.0,7.274,700-749,70-80%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN004107,2024-03-01,273248.52,4.517,<600,60-70%,40-50%,FL,Purchase,Owner-Occupied,Condo
LN004108,2022-12-01,419526.02,3.665,<600,70-80%,30-40%,PA,Refinance-Cashout,Second Home,Single-Family
LN004109,2022-01-01,132086.61,3.34,700-749,70-80%,30-40%,NC,Purchase,Second Home,Multi-Unit
LN004110,2022-11-01,460347.99,2.87,750-799,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN004111,2024-07-01,121183.39,5.812,750-799,70-80%,<30%,MI,Refinance-Rate-Term,Investment,Single-Family
LN004112,2023-05-01,435218.73,2.5,<600,90-95%,>50%,OH,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN004113,2024-09-01,113353.75,7.02,650-699,80-90%,30-40%,CA,Refinance-Rate-Term,Second Home,Single-Family
LN004114,2024-08-01,498058.41,4.863,650-699,60-70%,>50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004115,2024-05-01,316087.62,4.344,700-749,90-95%,40-50%,NC,Purchase,Owner-Occupied,Condo
LN004116,2023-09-01,205511.58,4.657,700-749,<60%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN004117,2023-09-01,486511.98,5.695,650-699,70-80%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN004118,2023-11-01,191112.99,4.295,700-749,<60%,<30%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN004119,2022-06-01,277264.61,4.712,700-749,90-95%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN004120,2023-10-01,560471.23,6.58,700-749,<60%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN004121,2022-08-01,339553.82,5.52,600-649,60-70%,<30%,CA,Purchase,Owner-Occupied,Single-Family
LN004122,2024-11-01,97398.52,3.125,700-749,90-95%,<30%,GA,Purchase,Owner-Occupied,Single-Family
LN004123,2022-11-01,272670.78,3.938,650-699,70-80%,40-50%,CA,Refinance-Rate-Term,Second Home,Single-Family
LN004124,2023-12-01,263824.05,2.5,750-799,80-90%,40-50%,OH,Purchase,Investment,Single-Family
